start,end,speaker,text
00:46:33.460,00:46:47.860,spk_1,"Did Paragraph 39 of My Lady's Speech used to be in Camberwell in Paragraph 70 of mine. There may well be other passages. I'm not says you look at it now, but they're they're what it's worth there."
00:46:48.210,00:46:48.950,spk_3,"Lord yes, thank"
00:46:48.950,00:46:51.900,spk_1,"you."
00:46:58.080,00:47:25.780,spk_3,"I'm just pausing to consider the degree to which I ought to take the court to the individual expressions of this test in the Authorities as they are. Perhaps I'll just unless, of course, specifically invites me. So to do now, just hold fire on that and just move on. And it's really been the topic of the exchanges that you're just taking place as to why we say the president test is not convention compliance and therefore must"
00:47:25.790,00:47:27.150,spk_1,"be attended"
00:47:27.160,00:47:27.580,spk_3,"to"
00:47:28.570,00:47:30.990,spk_1,"by"
00:47:30.990,00:47:39.560,spk_3,"this case, My Lord, the issue in this regard then, is the,"
00:47:40.470,00:47:41.850,spk_4,""
00:47:41.860,00:48:09.400,spk_3,"proper approach to dealing with conflicting interests. And our submission is that the proper approach is, by the way, by way of the process of parallel analysis and the authority to which we turn to make that submission is the House of Lords decision in Re S which is in file 3, at tab 16"
00:48:12.030,00:48:12.630,spk_1,"The"
00:48:26.010,00:48:26.440,spk_3,"tab what?"
00:48:26.450,00:48:27.160,spk_1,"16"
00:48:27.380,00:48:39.420,spk_3,"16, one six. The background facts to that many, many miles from this one case of a child having died, the courts concerned"
00:48:39.420,00:48:39.800,spk_1,"with"
00:48:40.350,00:48:55.370,spk_3,"six surviving siblings and the conflict between the press' Article 10, right to publish and Article 8, Privacy of the Child and the key proposition to which we advert is set out in Paragraph 17."
00:48:57.500,00:48:57.890,spk_1,"Page 8,"
00:48:57.890,00:49:02.060,spk_3,"of 13. I believe that the print out, which is in the Bundles, which is"
00:49:02.060,00:49:03.250,spk_1,"the"
00:49:03.260,00:49:30.710,spk_3,"distillation of the principles from the Campbell Mirror Group case, which is distilled in Paragraph 17 to the four propositions set out in the last few lines of that Paragraph. First, neither article has such precedence over the other. Secondly, where the value is under the two articles are in conflict and intense focus on the comparative importance of the specific rights being claimed in individual cases necessary."
00:49:30.720,00:49:32.200,spk_4,"Thirdly,"
00:49:32.410,00:49:49.810,spk_3,"the justifications for interfering or with or restricting each right must be taken into account, and finally, the proportionality test must be applied to each convenience to be called the ultimate balancing test. Our submission is that"
00:49:49.820,00:49:50.920,spk_0,"this is Lord Steyn, isn't"
00:49:50.920,00:49:52.090,spk_3,"it? Yes. Yeah."
00:49:52.970,00:50:03.970,spk_1,"I mean, that's to qualified rights 10. I mean, you're for what it's worth, entitled to make the point that Article 6 on which you're alive is a rather more absolute character,"
00:50:04.050,00:51:42.290,spk_3,"My Lord. Yes. And that's something to which we've given considerable consideration as to whether or not we should make a claim that an Article 6 right has any greater claim in a balancing exercise and after consideration. It was our decision, I hope not wrongly, but our decision that it would not be appropriate to seek to argue that the father's Article 6 right in a situation such as this had any prior claim in relation to Article 8 rights and really two reasons underlying that decision are firstly, I believe the most appropriate language is to say that although after 60 non qualified right is not an absolute right, and so if that's the law in relation to Article 6, it begins to make the position difficult to claim a prior position for Article 6. But secondly, the Article 6 rights are in these cases spread across the parties and because the child, the child witness, has her Article 6 rights and the siblings have their Article 6 rights to a fair hearing. And so in any event, there's going to be a levelling between the parties in relation to their Article 6 rights. And indeed, we've so far, I've just been addressing the situation where one has a child, witnesses who are parties. One also, of course, has to think about child witnesses who are strangers to litigation. They will have rights to engage in the litigation. Are"
